transaction_id,transaction_date,posting_date,gl_account,cost_centre,department,vendor_id,transaction_type,debit_amount,credit_amount,currency,exchange_rate,reference_number,description,status,created_by,approved_by,erp_batch_id
TXN000145,2023-11-02,2023-11-02,1100,CC006,IT,VND0022,Credit Note,0.0,595.75,EUR,1.1861,REF00000145,Payment for Other Income - HR,Pending,USER003,USER024,BATCH0024
TXN000146,2023-08-28,2023-08-28,1100,CC001,Finance,VND0023,Debit Note,1303.4,0.0,EUR,1.2348,REF00000146,Payment for Revenue - Legal,Pending,USER014,USER028,BATCH0004
TXN000147,2023-09-28,2023-09-29,1000,CC007,HR,VND0043,Debit Note,63.09,0.0,EUR,1.112,REF00000147,Payment for Salaries - IT,Posted,USER009,USER024,BATCH0034
TXN000148,2023-05-09,2023-05-12,4000,CC004,HR,VND0006,Payment,0.0,55.66,GBP,1.0,REF00000148,Payment for Salaries - Legal,Posted,USER018,USER022,BATCH0038
TXN000149,2023-10-11,2023-10-12,1000,CC003,HR,VND0006,Invoice,0.0,882.64,GBP,1.0,REF00000149,Payment for Revenue - Finance,Posted,USER004,USER023,BATCH0008
TXN000150,2023-01-06,2023-01-06,4100,CC006,IT,VND0031,Journal Entry,0.0,629.85,USD,0.9767,REF00000150,Payment for Inventory - IT,Posted,USER020,USER030,BATCH0029
TXN000151,2023-12-15,2023-12-17,3000,CC004,Operations,VND0040,Payment,0.0,587.42,USD,0.7624,REF00000151,Payment for Other Income - HR,Posted,USER018,USER028,BATCH0049
TXN000152,2023-02-28,2023-02-28,4100,CC004,HR,VND0048,Journal Entry,0.0,678.36,EUR,1.2459,REF00000152,Payment for Inventory - Procurement,Pending,USER001,USER023,BATCH0032
TXN000153,2023-12-16,2023-12-16,4500,CC005,Legal,VND0042,Payment,0.0,145.47,GBP,1.0,REF00000153,Payment for Rent - Operations,Pending,USER015,USER028,BATCH0028
TXN000154,2023-10-02,2023-10-05,4000,CC001,HR,VND0003,Invoice,0.0,571.57,GBP,1.0,REF00000154,Payment for Salaries - IT,Posted,USER016,,BATCH0049
TXN000155,2023-05-17,2023-05-17,4000,CC003,IT,VND0006,Payment,626.16,0.0,GBP,1.0,REF00000155,Payment for Other Income - HR,Posted,USER002,,BATCH0033
TXN000156,2023-11-25,2023-11-26,4600,CC003,Operations,VND0032,Payment,138.17,0.0,EUR,1.2081,REF00000156,Payment for Travel - Sales,Reversed,USER010,USER022,BATCH0003
TXN000157,2023-06-24,2023-06-27,3100,CC003,IT,VND0044,Credit Note,6625.37,0.0,EUR,1.1367,REF00000157,Payment for IT Expenses - Sales,Posted,USER013,USER025,BATCH0043
TXN000158,2023-02-27,2023-03-02,4300,CC006,HR,VND0046,Journal Entry,821.19,0.0,USD,0.7762,REF00000158,Payment for Other Income - Sales,Posted,USER002,USER022,BATCH0050
TXN000159,2023-05-31,2023-06-03,3000,CC004,Finance,VND0008,Payment,0.0,67.56,GBP,1.0,REF00000159,Payment for Accrued Liabilities - Sales,Posted,USER012,USER023,BATCH0036
TXN000160,2023-08-11,2023-08-11,2000,CC003,Sales,VND0015,Journal Entry,1080.12,0.0,GBP,1.0,REF00000160,Payment for Rent - Legal,Posted,USER013,USER023,BATCH0047
TXN000161,2023-03-22,2023-03-25,4300,CC005,Legal,VND0023,Invoice,93.5,0.0,GBP,1.0,REF00000161,Payment for Accounts Receivable - Finance,Posted,USER017,USER028,BATCH0048
TXN000162,2023-08-21,2023-08-24,4300,CC001,HR,VND0026,Debit Note,1313.73,0.0,EUR,0.899,REF00000162,Payment for Marketing - Legal,Posted,USER015,USER023,BATCH0037
TXN000163,2023-01-02,2023-01-03,2100,CC004,Procurement,VND0037,Payment,2293.64,0.0,GBP,1.0,REF00000163,Payment for Accounts Receivable - Finance,Posted,USER014,USER026,BATCH0033
TXN000164,2023-05-15,2023-05-17,3100,CC001,IT,VND0005,Invoice,0.0,117.8,GBP,1.0,REF00000164,Payment for Utilities - Finance,Posted,USER004,USER029,BATCH0005
TXN000165,2023-09-14,2023-09-15,4000,CC006,HR,VND0033,Credit Note,1711.4,0.0,EUR,0.8002,REF00000165,Payment for Rent - IT,Posted,USER004,USER028,BATCH0010
TXN000166,2023-04-02,2023-04-03,3000,CC004,Legal,VND0017,Credit Note,0.0,749.32,GBP,1.0,REF00000166,Payment for Accounts Receivable - IT,Posted,USER005,USER029,BATCH0025
TXN000167,2023-09-17,2023-09-19,4000,CC006,Legal,VND0007,Journal Entry,0.0,1384.49,USD,0.8356,REF00000167,Payment for IT Expenses - Legal,Posted,USER009,,BATCH0022
TXN000168,2023-02-24,2023-02-26,4200,CC001,Procurement,VND0043,Journal Entry,0.0,6940.92,GBP,1.0,REF00000168,Payment for Rent - Procurement,Posted,USER019,USER023,BATCH0043
TXN000169,2023-11-17,2023-11-20,4400,CC006,Operations,VND0022,Debit Note,0.0,279.2,GBP,1.0,REF00000169,Payment for Accounts Receivable - Sales,Pending,USER004,USER028,BATCH0046
TXN000170,2023-06-02,2023-06-03,4400,CC007,IT,VND0021,Journal Entry,0.0,130.24,GBP,1.0,REF00000170,Payment for COGS - Procurement,Pending,USER006,USER027,BATCH0029
TXN000171,2023-11-24,2023-11-24,4100,CC005,Legal,VND0039,Invoice,0.0,106.24,GBP,1.0,REF00000171,Payment for Rent - Legal,Posted,USER012,,BATCH0047
TXN000172,2023-09-17,2023-09-18,1200,CC001,IT,VND0013,Payment,118.66,0.0,GBP,1.0,REF00000172,Payment for Cash - Sales,Pending,USER014,,BATCH0047
TXN000173,2023-11-08,2023-11-10,4000,CC003,Procurement,VND0041,Debit Note,359.37,0.0,USD,1.1264,REF00000173,Payment for Accrued Liabilities - Legal,Posted,USER011,USER028,BATCH0041
TXN000174,2023-04-12,2023-04-15,3100,CC004,Sales,VND0018,Journal Entry,0.0,672.99,GBP,1.0,REF00000174,Payment for Other Income - Operations,Posted,USER005,USER030,BATCH0018
TXN000175,2023-03-20,2023-03-23,1200,CC002,Legal,VND0026,Debit Note,610.96,0.0,GBP,1.0,REF00000175,Payment for Accounts Payable - Legal,Posted,USER008,,BATCH0010
TXN000176,2023-07-11,2023-07-14,4600,CC005,Finance,VND0005,Credit Note,0.0,1395.17,EUR,0.7581,REF00000176,Payment for COGS - Procurement,Posted,USER016,USER026,BATCH0010
TXN000177,2023-03-24,2023-03-24,4200,CC005,IT,VND0019,Invoice,411.37,0.0,GBP,1.0,REF00000177,Payment for Other Income - Finance,Posted,USER007,USER030,BATCH0049
TXN000178,2023-10-04,2023-10-04,4600,CC002,HR,VND0038,Journal Entry,3569.93,0.0,GBP,1.0,REF00000178,Payment for Accounts Payable - Legal,Posted,USER009,USER029,BATCH0013
TXN000179,2023-09-29,2023-10-01,4300,CC004,HR,VND0019,Payment,0.0,271.24,EUR,1.3298,REF00000179,Payment for COGS - Finance,Posted,USER004,USER029,BATCH0006
TXN000180,2023-01-01,2023-01-04,3100,CC002,Sales,VND0034,Credit Note,0.0,23867.04,GBP,1.0,REF00000180,Payment for Revenue - Legal,Pending,USER011,USER025,BATCH0040
TXN000181,2023-11-03,2023-11-04,3000,CC005,IT,VND0008,Credit Note,0.0,1031.22,GBP,1.0,REF00000181,Payment for COGS - IT,Posted,USER003,USER028,BATCH0025
TXN000182,2023-06-15,2023-06-18,2000,CC007,Finance,VND0038,Payment,0.0,111.53,GBP,1.0,REF00000182,Payment for Travel - Sales,Posted,USER015,USER025,BATCH0018
TXN000183,2023-09-08,2023-09-09,3100,CC006,Finance,VND0022,Journal Entry,80.94,0.0,GBP,1.0,REF00000183,Payment for IT Expenses - Legal,Posted,USER016,USER027,BATCH0026
TXN000184,2023-01-10,2023-01-11,1000,CC006,Procurement,VND0012,Invoice,831.9,0.0,GBP,1.0,REF00000184,Payment for IT Expenses - IT,Posted,USER008,USER027,BATCH0015
TXN000185,2023-02-27,2023-02-27,3000,CC001,Procurement,VND0041,Invoice,288.53,0.0,USD,1.3246,REF00000185,Payment for Cash - HR,Pending,USER009,,BATCH0003
TXN000186,2023-07-05,2023-07-08,1000,CC001,Operations,VND0021,Credit Note,0.0,1177.33,EUR,0.8138,REF00000186,Payment for Marketing - Operations,Posted,USER011,,BATCH0003
TXN000187,2023-06-07,2023-06-09,1200,CC004,Legal,VND0021,Invoice,0.0,820.45,GBP,1.0,REF00000187,Payment for Salaries - HR,Posted,USER010,USER029,BATCH0020
TXN000188,2023-05-03,2023-05-06,4500,CC003,Operations,VND0023,Invoice,361.68,0.0,GBP,1.0,REF00000188,Payment for Accrued Liabilities - Sales,Posted,USER015,USER027,BATCH0001
TXN000189,2023-01-30,2023-02-02,3000,CC004,Finance,VND0043,Invoice,0.0,113.27,GBP,1.0,REF00000189,Payment for Accrued Liabilities - HR,Posted,USER011,USER025,BATCH0009
TXN000190,2023-05-04,2023-05-06,3100,CC003,IT,VND0040,Credit Note,41.58,0.0,GBP,1.0,REF00000190,Payment for Travel - Legal,Posted,USER015,USER021,BATCH0013
TXN000191,2023-10-18,2023-10-20,3100,CC006,IT,VND0019,Journal Entry,0.0,206.48,GBP,1.0,REF00000191,Payment for Other Income - Sales,Posted,USER009,USER021,BATCH0027
TXN000192,2023-02-10,2023-02-13,1000,CC004,Procurement,VND0002,Credit Note,0.0,1457.68,GBP,1.0,REF00000192,Payment for Accounts Payable - Finance,Posted,USER019,USER022,BATCH0037
TXN000193,2023-02-13,2023-02-15,4600,CC007,Finance,VND0008,Debit Note,0.0,556.21,GBP,1.0,REF00000193,Payment for Other Income - Finance,Posted,USER009,USER030,BATCH0013
TXN000194,2023-09-06,2023-09-07,2100,CC003,IT,VND0001,Debit Note,62.26,0.0,GBP,1.0,REF00000194,Payment for Cash - Finance,Posted,USER020,USER030,BATCH0027
TXN000195,2023-02-05,2023-02-05,4200,CC003,Operations,VND0041,Debit Note,523.1,0.0,USD,1.1917,REF00000195,Payment for Inventory - Legal,Reversed,USER002,USER026,BATCH0010
TXN000196,2023-09-30,2023-10-02,4000,CC006,HR,VND0048,Payment,0.0,719.08,GBP,1.0,REF00000196,Payment for Revenue - Legal,Posted,USER005,USER029,BATCH0028
TXN000197,2023-03-06,2023-03-07,4400,CC007,Procurement,VND0005,Credit Note,107.15,0.0,GBP,1.0,REF00000197,Payment for Travel - Procurement,Posted,USER005,,BATCH0036
TXN000198,2023-03-07,2023-03-07,4400,CC004,Legal,VND0016,Journal Entry,0.0,508.05,GBP,1.0,REF00000198,Payment for Travel - Sales,Posted,USER017,USER027,BATCH0037
TXN000199,2023-12-04,2023-12-06,2000,CC005,Legal,VND0050,Credit Note,440.24,0.0,GBP,1.0,REF00000199,Payment for Rent - HR,Posted,USER010,USER029,BATCH0017
TXN000200,2023-09-01,2023-09-01,4000,CC002,HR,VND0009,Credit Note,72.64,0.0,GBP,1.0,REF00000200,Payment for Revenue - Operations,Posted,USER001,,BATCH0014
TXN000201,2023-10-09,2023-10-12,1200,CC007,Operations,VND0004,Invoice,0.0,689.99,GBP,1.0,REF00000201,Payment for Rent - IT,Posted,USER008,USER027,BATCH0001
TXN000202,2023-03-26,2023-03-28,4200,CC002,Sales,VND0038,Debit Note,0.0,935.59,EUR,0.953,REF00000202,Payment for Accounts Payable - Procurement,Posted,USER012,USER029,BATCH0005
TXN000203,2023-05-16,2023-05-17,3000,CC005,HR,VND0034,Payment,2047.91,0.0,GBP,1.0,REF00000203,Payment for Other Income - Operations,Posted,USER019,USER029,BATCH0011
TXN000204,2023-09-28,2023-09-29,4200,CC003,HR,VND0033,Credit Note,1960.01,0.0,EUR,1.1745,REF00000204,Payment for Rent - Sales,Posted,USER012,USER021,BATCH0003
TXN000205,2023-11-07,2023-11-07,4400,CC003,Operations,VND0046,Invoice,0.0,51.09,GBP,1.0,REF00000205,Payment for Other Income - Legal,Pending,USER010,USER022,BATCH0017
TXN000206,2023-08-05,2023-08-06,4000,CC006,HR,VND0003,Credit Note,0.0,98.82,GBP,1.0,REF00000206,Payment for Cash - Legal,Posted,USER010,USER023,BATCH0047
TXN000207,2023-04-19,2023-04-20,3000,CC004,Legal,VND0032,Payment,873.54,0.0,GBP,1.0,REF00000207,Payment for Rent - IT,Pending,USER006,USER026,BATCH0031
TXN000208,2023-10-04,2023-10-06,4500,CC005,Legal,VND0036,Debit Note,0.0,871.9,GBP,1.0,REF00000208,Payment for Inventory - Sales,Reversed,USER019,,BATCH0005
TXN000209,2023-12-20,2023-12-20,4000,CC001,Finance,VND0034,Journal Entry,873.56,0.0,USD,0.8714,REF00000209,Payment for Other Income - Sales,Posted,USER010,USER024,BATCH0015
TXN000210,2023-04-13,2023-04-14,2100,CC001,Sales,VND0026,Credit Note,0.0,130495.92,GBP,1.0,REF00000210,Payment for Inventory - IT,Pending,USER016,USER030,BATCH0030
TXN000211,2023-06-09,2023-06-12,4500,CC002,IT,VND0015,Credit Note,949.88,0.0,GBP,1.0,REF00000211,Payment for Revenue - Procurement,Posted,USER015,,BATCH0011
TXN000212,2023-07-24,2023-07-26,3100,CC005,Legal,VND0021,Journal Entry,2215.75,0.0,GBP,1.0,REF00000212,Payment for Inventory - IT,Posted,USER010,USER024,BATCH0044
TXN000213,2023-12-10,2023-12-11,3100,CC002,Sales,VND0035,Journal Entry,1687.5,0.0,EUR,1.0383,REF00000213,Payment for Accounts Payable - Finance,Posted,USER005,USER022,BATCH0032
TXN000214,2023-11-29,2023-11-30,4100,CC004,HR,VND0028,Journal Entry,0.0,1071.79,GBP,1.0,REF00000214,Payment for IT Expenses - Legal,Posted,USER005,USER021,BATCH0008
TXN000215,2023-07-11,2023-07-12,4000,CC006,Sales,VND0016,Debit Note,0.0,251.41,USD,1.0877,REF00000215,Payment for Inventory - Procurement,Posted,USER005,USER026,BATCH0006
TXN000216,2023-08-13,2023-08-15,1100,CC004,Legal,VND0038,Journal Entry,1259.48,0.0,GBP,1.0,REF00000216,Payment for Accounts Receivable - Sales,Posted,USER020,USER027,BATCH0043
TXN000217,2023-09-22,2023-09-24,1200,CC001,HR,VND0046,Payment,0.0,126.57,GBP,1.0,REF00000217,Payment for Rent - Legal,Pending,USER010,USER026,BATCH0030
TXN000218,2023-08-20,2023-08-20,1100,CC007,Legal,VND0001,Invoice,0.0,282.81,GBP,1.0,REF00000218,Payment for Other Income - Legal,Reversed,USER013,USER027,BATCH0022
TXN000219,2023-03-03,2023-03-05,4200,CC002,Finance,VND0014,Debit Note,194.8,0.0,GBP,1.0,REF00000219,Payment for Marketing - Sales,Posted,USER009,,BATCH0040
TXN000220,2023-05-07,2023-05-08,1200,CC005,Procurement,VND0027,Journal Entry,0.0,456.15,GBP,1.0,REF00000220,Payment for Accrued Liabilities - Legal,Posted,USER008,USER024,BATCH0047
TXN000221,2023-04-26,2023-04-27,1200,CC004,Finance,VND0047,Journal Entry,12990.69,0.0,USD,1.0166,REF00000221,Payment for Salaries - Operations,Posted,USER001,USER025,BATCH0024
TXN000222,2023-02-02,2023-02-05,3000,CC003,Operations,VND0036,Journal Entry,24.51,0.0,GBP,1.0,REF00000222,Payment for Revenue - Operations,Posted,USER007,USER027,BATCH0031
TXN000223,2023-06-23,2023-06-25,4300,CC001,IT,VND0023,Journal Entry,0.0,1129.34,USD,0.8479,REF00000223,Payment for Accounts Receivable - Finance,Posted,USER019,USER025,BATCH0017
TXN000224,2023-01-11,2023-01-12,1100,CC005,Legal,VND0011,Payment,35.91,0.0,GBP,1.0,REF00000224,Payment for Cash - IT,Posted,USER010,USER025,BATCH0037
TXN000225,2023-10-29,2023-11-01,2000,CC002,Legal,VND0028,Credit Note,0.0,198.76,EUR,0.9491,REF00000225,Payment for Cash - Sales,Pending,USER005,USER021,BATCH0036
TXN000226,2023-10-11,2023-10-11,4400,CC004,Finance,VND0040,Journal Entry,0.0,2066.12,GBP,1.0,REF00000226,Payment for Marketing - Procurement,Posted,USER019,USER027,BATCH0036
TXN000227,2023-04-28,2023-04-28,4300,CC005,Legal,VND0033,Payment,0.0,444.26,GBP,1.0,REF00000227,Payment for Inventory - Finance,Posted,USER001,USER024,BATCH0048
TXN000228,2023-10-29,2023-10-29,3100,CC004,Sales,VND0035,Journal Entry,80.11,0.0,GBP,1.0,REF00000228,Payment for Rent - Sales,Posted,USER009,USER028,BATCH0022
TXN000229,2023-04-23,2023-04-24,3100,CC006,Finance,VND0045,Debit Note,137.97,0.0,GBP,1.0,REF00000229,Payment for Salaries - Finance,Posted,USER012,USER021,BATCH0041
TXN000230,2023-01-04,2023-01-05,1200,CC001,HR,VND0040,Debit Note,0.0,1118.11,USD,0.8427,REF00000230,Payment for Rent - IT,Posted,USER017,USER027,BATCH0043
TXN000231,2023-02-06,2023-02-06,1200,CC002,Legal,VND0021,Invoice,134.89,0.0,GBP,1.0,REF00000231,Payment for Cash - Sales,Posted,USER017,,BATCH0021
TXN000232,2023-12-29,2024-01-01,4400,CC005,HR,VND0010,Journal Entry,558.18,0.0,GBP,1.0,REF00000232,Payment for IT Expenses - Operations,Posted,USER013,USER023,BATCH0034
TXN000233,2023-11-20,2023-11-20,1000,CC001,IT,VND0016,Journal Entry,431.97,0.0,USD,0.7835,REF00000233,Payment for COGS - Sales,Posted,USER016,USER024,BATCH0010
TXN000234,2023-01-31,2023-02-02,1000,CC006,Procurement,VND0002,Debit Note,0.0,151.81,GBP,1.0,REF00000234,Payment for Utilities - Legal,Posted,USER020,,BATCH0043
TXN000235,2023-04-28,2023-04-29,4100,CC005,Sales,VND0017,Payment,0.0,10055.91,GBP,1.0,REF00000235,Payment for Revenue - Operations,Posted,USER006,USER023,BATCH0044
TXN000236,2023-02-04,2023-02-05,1200,CC006,Finance,VND0037,Credit Note,0.0,1044.07,GBP,1.0,REF00000236,Payment for Accounts Payable - Sales,Posted,USER012,USER028,BATCH0046
TXN000237,2023-01-17,2023-01-19,4100,CC003,Operations,VND0038,Debit Note,19.34,0.0,EUR,1.1652,REF00000237,Payment for Accounts Payable - HR,Pending,USER005,,BATCH0038
TXN000238,2023-06-19,2023-06-20,1000,CC007,HR,VND0007,Credit Note,533.62,0.0,GBP,1.0,REF00000238,Payment for Accounts Payable - Procurement,Reversed,USER019,USER023,BATCH0034
TXN000239,2023-02-06,2023-02-08,4100,CC001,IT,VND0050,Invoice,0.0,149.5,EUR,1.1265,REF00000239,Payment for Travel - Operations,Posted,USER017,USER025,BATCH0044
TXN000240,2023-09-21,2023-09-21,1000,CC003,Finance,VND0015,Credit Note,1449.03,0.0,USD,0.8238,REF00000240,Payment for IT Expenses - Legal,Posted,USER011,USER027,BATCH0018
TXN000241,2023-05-02,2023-05-02,2000,CC002,Sales,VND0005,Debit Note,0.0,122.88,GBP,1.0,REF00000241,Payment for Marketing - Legal,Posted,USER017,USER025,BATCH0039
TXN000242,2023-05-23,2023-05-24,1200,CC005,Sales,VND0028,Payment,0.0,339.64,USD,1.245,REF00000242,Payment for Other Income - Legal,Posted,USER012,USER030,BATCH0050
TXN000243,2023-12-09,2023-12-10,4600,CC005,HR,VND0027,Payment,860.47,0.0,GBP,1.0,REF00000243,Payment for Accrued Liabilities - Sales,Posted,USER013,USER022,BATCH0016
TXN000244,2023-09-06,2023-09-06,4100,CC005,IT,VND0038,Debit Note,1478.28,0.0,USD,0.8117,REF00000244,Payment for Cash - HR,Posted,USER016,USER024,BATCH0015
TXN000245,2023-04-20,2023-04-22,4000,CC005,IT,VND0009,Journal Entry,66.66,0.0,USD,0.928,REF00000245,Payment for Accounts Receivable - Operations,Posted,USER006,USER029,BATCH0002
TXN000246,2023-10-04,2023-10-04,1000,CC006,Finance,VND0002,Payment,244.26,0.0,GBP,1.0,REF00000246,Payment for Utilities - Finance,Posted,USER017,USER024,BATCH0028
TXN000247,2023-03-09,2023-03-11,4300,CC002,Finance,VND0040,Payment,0.0,197.86,GBP,1.0,REF00000247,Payment for Utilities - Procurement,Posted,USER016,USER021,BATCH0031
TXN000248,2023-10-20,2023-10-23,4200,CC004,Operations,VND0030,Credit Note,151.41,0.0,EUR,1.0569,REF00000248,Payment for Travel - Finance,Posted,USER006,USER022,BATCH0018
TXN000249,2023-10-23,2023-10-23,2000,CC005,Legal,VND0013,Debit Note,0.0,5699.77,GBP,1.0,REF00000249,Payment for Accounts Receivable - IT,Posted,USER016,USER021,BATCH0022
TXN000250,2023-08-31,2023-09-02,1100,CC007,Sales,VND0039,Journal Entry,740.61,0.0,EUR,1.2519,REF00000250,Payment for Rent - Finance,Posted,USER013,USER023,BATCH0033
TXN000251,2023-05-05,2023-05-07,3100,CC001,IT,VND0037,Invoice,60.87,0.0,EUR,0.8351,REF00000251,Payment for Accounts Receivable - Operations,Posted,USER001,,BATCH0020
TXN000252,2023-08-31,2023-09-02,4600,CC003,Procurement,VND0050,Journal Entry,0.0,1598.46,USD,1.2973,REF00000252,Payment for Accrued Liabilities - HR,Posted,USER003,USER022,BATCH0032
TXN000253,2023-07-28,2023-07-29,4500,CC003,Legal,VND0006,Journal Entry,9732.58,0.0,EUR,0.7644,REF00000253,Payment for Inventory - Finance,Pending,USER011,USER030,BATCH0047
TXN000254,2023-04-08,2023-04-09,1200,CC003,HR,VND0003,Payment,1898.27,0.0,EUR,1.0063,REF00000254,Payment for Accounts Receivable - IT,Posted,USER008,USER023,BATCH0026
TXN000255,2023-02-18,2023-02-21,4400,CC001,IT,VND0019,Invoice,41.3,0.0,USD,0.8384,REF00000255,Payment for Travel - HR,Pending,USER010,USER021,BATCH0004
TXN000256,2023-02-19,2023-02-22,4100,CC003,Procurement,VND0032,Journal Entry,195.13,0.0,GBP,1.0,REF00000256,Payment for Travel - Operations,Posted,USER007,USER029,BATCH0038
TXN000257,2023-12-04,2023-12-06,4400,CC004,Operations,VND0018,Debit Note,0.0,2698.27,USD,1.1432,REF00000257,Payment for Other Income - Finance,Posted,USER008,USER024,BATCH0020
TXN000258,2023-08-09,2023-08-10,4400,CC003,Finance,VND0003,Payment,0.0,139.56,GBP,1.0,REF00000258,Payment for COGS - Legal,Posted,USER005,USER026,BATCH0017
TXN000259,2023-07-01,2023-07-03,1200,CC001,Operations,VND0033,Payment,785.04,0.0,GBP,1.0,REF00000259,Payment for Cash - IT,Posted,USER009,,BATCH0007
TXN000260,2023-08-05,2023-08-06,4200,CC005,Legal,VND0007,Debit Note,1289.42,0.0,GBP,1.0,REF00000260,Payment for Accounts Receivable - IT,Pending,USER020,,BATCH0010
TXN000261,2023-07-30,2023-07-31,2000,CC002,Finance,VND0015,Debit Note,100.44,0.0,GBP,1.0,REF00000261,Payment for Utilities - Finance,Posted,USER004,USER025,BATCH0036
TXN000262,2023-08-28,2023-08-31,4300,CC004,Sales,VND0037,Invoice,0.0,368.97,GBP,1.0,REF00000262,Payment for Accounts Payable - Sales,Posted,USER007,USER026,BATCH0015
TXN000263,2023-01-28,2023-01-30,2100,CC004,Procurement,VND0023,Invoice,0.0,10.0,GBP,1.0,REF00000263,Payment for Other Income - IT,Posted,USER012,USER021,BATCH0015
TXN000264,2023-12-11,2023-12-13,3100,CC005,IT,VND0050,Journal Entry,0.0,86.78,USD,0.8855,REF00000264,Payment for Revenue - Sales,Posted,USER016,USER023,BATCH0016
TXN000265,2023-12-01,2023-12-02,4100,CC005,Legal,VND0041,Credit Note,0.0,276.21,EUR,1.2774,REF00000265,Payment for COGS - Legal,Posted,USER015,USER029,BATCH0030
TXN000266,2023-11-27,2023-11-28,2000,CC001,Procurement,VND0050,Journal Entry,62.07,0.0,GBP,1.0,REF00000266,Payment for Inventory - Operations,Pending,USER019,,BATCH0010
TXN000267,2023-02-20,2023-02-20,3000,CC006,IT,VND0029,Journal Entry,4668.61,0.0,GBP,1.0,REF00000267,Payment for Accrued Liabilities - Finance,Posted,USER001,USER024,BATCH0007
TXN000268,2023-02-01,2023-02-04,1100,CC005,Procurement,VND0045,Invoice,47.22,0.0,GBP,1.0,REF00000268,Payment for Inventory - Sales,Posted,USER017,USER028,BATCH0045
TXN000269,2023-07-26,2023-07-26,1200,CC007,Finance,VND0032,Payment,208.5,0.0,EUR,0.9808,REF00000269,Payment for Rent - Sales,Posted,USER008,,BATCH0035
TXN000270,2023-06-23,2023-06-24,4500,CC004,IT,VND0027,Journal Entry,0.0,490.84,GBP,1.0,REF00000270,Payment for Rent - Legal,Posted,USER007,USER024,BATCH0033
TXN000271,2023-02-25,2023-02-27,4000,CC005,Procurement,VND0030,Invoice,0.0,3504.87,EUR,1.2805,REF00000271,Payment for Cash - Finance,Posted,USER012,USER025,BATCH0024
TXN000272,2023-05-08,2023-05-09,3000,CC007,Sales,VND0018,Invoice,0.0,46.82,GBP,1.0,REF00000272,Payment for Revenue - HR,Posted,USER002,USER023,BATCH0027
TXN000273,2023-04-09,2023-04-09,1200,CC007,Operations,VND0015,Debit Note,2309.41,0.0,GBP,1.0,REF00000273,Payment for COGS - Procurement,Posted,USER013,USER026,BATCH0048
TXN000274,2023-04-08,2023-04-11,1100,CC003,Finance,VND0040,Credit Note,409.67,0.0,USD,1.2437,REF00000274,Payment for Rent - Procurement,Pending,USER004,,BATCH0026
TXN000275,2023-10-02,2023-10-03,3100,CC005,HR,VND0036,Debit Note,0.0,92.55,EUR,0.8174,REF00000275,Payment for Cash - Operations,Reversed,USER011,USER027,BATCH0027
TXN000276,2023-08-18,2023-08-20,4100,CC003,Legal,VND0034,Invoice,806.86,0.0,GBP,1.0,REF00000276,Payment for Salaries - Sales,Pending,USER017,USER021,BATCH0037
TXN000277,2023-03-13,2023-03-13,1000,CC004,Finance,VND0036,Invoice,0.0,543.8,GBP,1.0,REF00000277,Payment for Accrued Liabilities - Finance,Posted,USER003,USER023,BATCH0022
TXN000278,2023-08-05,2023-08-06,4300,CC007,Operations,VND0026,Invoice,163.97,0.0,GBP,1.0,REF00000278,Payment for Accounts Payable - Procurement,Posted,USER009,USER026,BATCH0020
TXN000279,2023-04-04,2023-04-06,4000,CC003,Operations,VND0013,Journal Entry,447.96,0.0,EUR,0.8517,REF00000279,Payment for Cash - Procurement,Posted,USER018,USER023,BATCH0006
TXN000280,2023-05-23,2023-05-25,1100,CC001,HR,VND0017,Payment,0.0,226.34,GBP,1.0,REF00000280,Payment for Cash - Procurement,Posted,USER018,USER024,BATCH0016
TXN000281,2023-08-25,2023-08-26,3100,CC004,Legal,VND0030,Debit Note,0.0,478.32,GBP,1.0,REF00000281,Payment for Salaries - Legal,Posted,USER018,,BATCH0011
TXN000282,2023-05-08,2023-05-08,1100,CC004,HR,VND0042,Credit Note,0.0,1089.2,GBP,1.0,REF00000282,Payment for Inventory - Operations,Posted,USER003,,BATCH0040
TXN000283,2023-02-08,2023-02-10,4100,CC005,HR,VND0019,Journal Entry,0.0,4354.76,EUR,0.8161,REF00000283,Payment for Travel - HR,Posted,USER002,,BATCH0031
TXN000284,2023-08-15,2023-08-18,4400,CC004,IT,VND0005,Journal Entry,63.01,0.0,GBP,1.0,REF00000284,Payment for Accounts Receivable - Operations,Posted,USER015,USER030,BATCH0043
TXN000285,2023-10-09,2023-10-09,4500,CC002,Legal,VND0036,Debit Note,9892.68,0.0,GBP,1.0,REF00000285,Payment for Cash - HR,Posted,USER019,USER024,BATCH0005
TXN000286,2023-02-20,2023-02-22,4300,CC005,IT,VND0042,Invoice,0.0,21.58,GBP,1.0,REF00000286,Payment for Inventory - Operations,Posted,USER017,USER021,BATCH0050
TXN000287,2023-01-26,2023-01-27,4200,CC005,Sales,VND0005,Payment,321.28,0.0,USD,0.811,REF00000287,Payment for Accounts Receivable - Sales,Posted,USER008,USER022,BATCH0021
TXN000288,2023-11-30,2023-12-01,4000,CC007,Operations,VND0004,Payment,0.0,975.04,EUR,1.3235,REF00000288,Payment for IT Expenses - Operations,Posted,USER008,,BATCH0004
