key,src_debit,src_credit,gl_account_src,department_src,transaction_date_src,currency_src,tgt_debit,tgt_credit,gl_account_tgt,department_tgt,transaction_date_tgt,currency_tgt,reconciliation_status,debit_delta,credit_delta
TXN000192,0.0,1457.68,1000,Procurement,2023-02-10,GBP,0.0,1457.68,1000,Procurement,2023-02-10,GBP,MATCHED,0.0,0.0
TXN000193,0.0,556.21,4600,Finance,2023-02-13,GBP,0.0,556.21,4600,Finance,2023-02-13,GBP,MATCHED,0.0,0.0
TXN000194,62.26,0.0,2100,IT,2023-09-06,GBP,62.26,0.0,2100,IT,2023-09-06,GBP,MATCHED,0.0,0.0
TXN000195,523.1,0.0,4200,Operations,2023-02-05,USD,523.1,0.0,4200,Operations,2023-02-05,USD,MATCHED,0.0,0.0
TXN000196,0.0,719.08,4000,HR,2023-09-30,GBP,0.0,719.08,4000,HR,2023-09-30,GBP,MATCHED,0.0,0.0
TXN000197,107.15,0.0,4400,Procurement,2023-03-06,GBP,107.15,0.0,4400,Procurement,2023-03-06,GBP,MATCHED,0.0,0.0
TXN000198,0.0,508.05,4400,Legal,2023-03-07,GBP,0.0,508.05,4400,Legal,2023-03-07,GBP,MATCHED,0.0,0.0
TXN000199,440.24,0.0,2000,Legal,2023-12-04,GBP,440.24,0.0,2000,Legal,2023-12-04,GBP,MATCHED,0.0,0.0
TXN000200,72.64,0.0,4000,HR,2023-09-01,GBP,72.64,0.0,4000,HR,2023-09-01,GBP,MATCHED,0.0,0.0
TXN000201,0.0,689.99,1200,Operations,2023-10-09,GBP,0.0,689.99,1200,Operations,2023-10-09,GBP,MATCHED,0.0,0.0
TXN000202,0.0,935.59,4200,Sales,2023-03-26,EUR,0.0,935.59,4200,Sales,2023-03-26,EUR,MATCHED,0.0,0.0
TXN000203,2047.91,0.0,3000,HR,2023-05-16,GBP,2047.91,0.0,3000,HR,2023-05-16,GBP,MATCHED,0.0,0.0
TXN000204,1960.01,0.0,4200,HR,2023-09-28,EUR,1960.01,0.0,4200,HR,2023-09-28,EUR,MATCHED,0.0,0.0
TXN000205,0.0,51.09,4400,Operations,2023-11-07,GBP,0.0,51.09,4400,Operations,2023-11-07,GBP,MATCHED,0.0,0.0
TXN000206,0.0,98.82,4000,HR,2023-08-05,GBP,0.0,98.82,4000,HR,2023-08-05,GBP,MATCHED,0.0,0.0
TXN000207,873.54,0.0,3000,Legal,2023-04-19,GBP,873.54,0.0,3000,Legal,2023-04-19,GBP,MATCHED,0.0,0.0
TXN000208,0.0,871.9,4500,Legal,2023-10-04,GBP,0.0,871.9,4500,Legal,2023-10-04,GBP,MATCHED,0.0,0.0
TXN000209,873.56,0.0,4000,Finance,2023-12-20,USD,873.56,0.0,4000,Finance,2023-12-20,USD,MATCHED,0.0,0.0
TXN000210,0.0,130495.92,2100,Sales,2023-04-13,GBP,0.0,130495.92,2100,Sales,2023-04-13,GBP,MATCHED,0.0,0.0
TXN000211,949.88,0.0,4500,IT,2023-06-09,GBP,949.88,0.0,4500,IT,2023-06-09,GBP,MATCHED,0.0,0.0
TXN000212,2215.75,0.0,3100,Legal,2023-07-24,GBP,2215.75,0.0,3100,Legal,2023-07-24,GBP,MATCHED,0.0,0.0
TXN000213,1687.5,0.0,3100,Sales,2023-12-10,EUR,1687.5,0.0,3100,Sales,2023-12-10,EUR,MATCHED,0.0,0.0
TXN000214,0.0,1071.79,4100,HR,2023-11-29,GBP,0.0,1071.79,4100,HR,2023-11-29,GBP,MATCHED,0.0,0.0
TXN000215,0.0,251.41,4000,Sales,2023-07-11,USD,0.0,251.41,4000,Sales,2023-07-11,USD,MATCHED,0.0,0.0
TXN000216,1259.48,0.0,1100,Legal,2023-08-13,GBP,1259.48,0.0,1100,Legal,2023-08-13,GBP,MATCHED,0.0,0.0
TXN000217,0.0,126.57,1200,HR,2023-09-22,GBP,0.0,126.57,1200,HR,2023-09-22,GBP,MATCHED,0.0,0.0
TXN000218,0.0,282.81,1100,Legal,2023-08-20,GBP,0.0,282.81,1100,Legal,2023-08-20,GBP,MATCHED,0.0,0.0
TXN000219,194.8,0.0,4200,Finance,2023-03-03,GBP,194.8,0.0,4200,Finance,2023-03-03,GBP,MATCHED,0.0,0.0
TXN000220,0.0,456.15,1200,Procurement,2023-05-07,GBP,0.0,456.15,1200,Procurement,2023-05-07,GBP,MATCHED,0.0,0.0
TXN000221,12990.69,0.0,1200,Finance,2023-04-26,USD,12990.69,0.0,1200,Finance,2023-04-26,USD,MATCHED,0.0,0.0
TXN000222,24.51,0.0,3000,Operations,2023-02-02,GBP,24.51,0.0,3000,Operations,2023-02-02,GBP,MATCHED,0.0,0.0
TXN000223,0.0,1129.34,4300,IT,2023-06-23,USD,0.0,1129.34,4300,IT,2023-06-23,USD,MATCHED,0.0,0.0
TXN000224,35.91,0.0,1100,Legal,2023-01-11,GBP,35.91,0.0,1100,Legal,2023-01-11,GBP,MATCHED,0.0,0.0
TXN000225,0.0,198.76,2000,Legal,2023-10-29,EUR,0.0,198.76,2000,Legal,2023-10-29,EUR,MATCHED,0.0,0.0
TXN000226,0.0,2066.12,4400,Finance,2023-10-11,GBP,0.0,2066.12,4400,Finance,2023-10-11,GBP,MATCHED,0.0,0.0
TXN000227,0.0,444.26,4300,Legal,2023-04-28,GBP,0.0,444.26,4300,Legal,2023-04-28,GBP,MATCHED,0.0,0.0
TXN000228,80.11,0.0,3100,Sales,2023-10-29,GBP,80.11,0.0,3100,Sales,2023-10-29,GBP,MATCHED,0.0,0.0
TXN000229,137.97,0.0,3100,Finance,2023-04-23,GBP,137.97,0.0,3100,Finance,2023-04-23,GBP,MATCHED,0.0,0.0
TXN000230,0.0,1118.11,1200,HR,2023-01-04,USD,0.0,1118.11,1200,HR,2023-01-04,USD,MATCHED,0.0,0.0
TXN000231,134.89,0.0,1200,Legal,2023-02-06,GBP,134.89,0.0,1200,Legal,2023-02-06,GBP,MATCHED,0.0,0.0
TXN000232,558.18,0.0,4400,HR,2023-12-29,GBP,558.18,0.0,4400,HR,2023-12-29,GBP,MATCHED,0.0,0.0
TXN000233,431.97,0.0,1000,IT,2023-11-20,USD,431.97,0.0,1000,IT,2023-11-20,USD,MATCHED,0.0,0.0
TXN000234,0.0,151.81,1000,Procurement,2023-01-31,GBP,0.0,151.81,1000,Procurement,2023-01-31,GBP,MATCHED,0.0,0.0
TXN000235,0.0,10055.91,4100,Sales,2023-04-28,GBP,0.0,10055.91,4100,Sales,2023-04-28,GBP,MATCHED,0.0,0.0
TXN000236,0.0,1044.07,1200,Finance,2023-02-04,GBP,0.0,1044.07,1200,Finance,2023-02-04,GBP,MATCHED,0.0,0.0
TXN000237,19.34,0.0,4100,Operations,2023-01-17,EUR,19.34,0.0,4100,Operations,2023-01-17,EUR,MATCHED,0.0,0.0
TXN000238,533.62,0.0,1000,HR,2023-06-19,GBP,533.62,0.0,1000,HR,2023-06-19,GBP,MATCHED,0.0,0.0
TXN000239,0.0,149.5,4100,IT,2023-02-06,EUR,0.0,149.5,4100,IT,2023-02-06,EUR,MATCHED,0.0,0.0
TXN000240,1449.03,0.0,1000,Finance,2023-09-21,USD,1449.03,0.0,1000,Finance,2023-09-21,USD,MATCHED,0.0,0.0
TXN000241,0.0,122.88,2000,Sales,2023-05-02,GBP,0.0,122.88,2000,Sales,2023-05-02,GBP,MATCHED,0.0,0.0
TXN000242,0.0,339.64,1200,Sales,2023-05-23,USD,0.0,339.64,1200,Sales,2023-05-23,USD,MATCHED,0.0,0.0
TXN000243,860.47,0.0,4600,HR,2023-12-09,GBP,860.47,0.0,4600,HR,2023-12-09,GBP,MATCHED,0.0,0.0
TXN000244,1478.28,0.0,4100,IT,2023-09-06,USD,1478.28,0.0,4100,IT,2023-09-06,USD,MATCHED,0.0,0.0
TXN000245,66.66,0.0,4000,IT,2023-04-20,USD,66.66,0.0,4000,IT,2023-04-20,USD,MATCHED,0.0,0.0
TXN000246,244.26,0.0,1000,Finance,2023-10-04,GBP,244.26,0.0,1000,Finance,2023-10-04,GBP,MATCHED,0.0,0.0
TXN000247,0.0,197.86,4300,Finance,2023-03-09,GBP,0.0,197.86,4300,Finance,2023-03-09,GBP,MATCHED,0.0,0.0
TXN000248,151.41,0.0,4200,Operations,2023-10-20,EUR,151.41,0.0,4200,Operations,2023-10-20,EUR,MATCHED,0.0,0.0
TXN000249,0.0,5699.77,2000,Legal,2023-10-23,GBP,,,,,,,MISSING_IN_TARGET,,
TXN000250,740.61,0.0,1100,Sales,2023-08-31,EUR,740.61,0.0,1100,Sales,2023-08-31,EUR,MATCHED,0.0,0.0
TXN000251,60.87,0.0,3100,IT,2023-05-05,EUR,60.87,0.0,3100,IT,2023-05-05,EUR,MATCHED,0.0,0.0
TXN000252,0.0,1598.46,4600,Procurement,2023-08-31,USD,0.0,1598.46,4600,Procurement,2023-08-31,USD,MATCHED,0.0,0.0
TXN000253,9732.58,0.0,4500,Legal,2023-07-28,EUR,9732.58,0.0,4500,Legal,2023-07-28,EUR,MATCHED,0.0,0.0
TXN000254,1898.27,0.0,1200,HR,2023-04-08,EUR,1898.27,0.0,1200,HR,2023-04-08,EUR,MATCHED,0.0,0.0
TXN000255,41.3,0.0,4400,IT,2023-02-18,USD,41.3,0.0,4400,IT,2023-02-18,USD,MATCHED,0.0,0.0
TXN000256,195.13,0.0,4100,Procurement,2023-02-19,GBP,195.13,0.0,4100,Procurement,2023-02-19,GBP,MATCHED,0.0,0.0
TXN000257,0.0,2698.27,4400,Operations,2023-12-04,USD,0.0,2698.27,4400,Operations,2023-12-04,USD,MATCHED,0.0,0.0
TXN000258,0.0,139.56,4400,Finance,2023-08-09,GBP,0.0,139.56,4400,Finance,2023-08-09,GBP,MATCHED,0.0,0.0
TXN000259,785.04,0.0,1200,Operations,2023-07-01,GBP,785.04,0.0,1200,Operations,2023-07-01,GBP,MATCHED,0.0,0.0
TXN000260,1289.42,0.0,4200,Legal,2023-08-05,GBP,1289.42,0.0,4200,Legal,2023-08-05,GBP,MATCHED,0.0,0.0
TXN000261,100.44,0.0,2000,Finance,2023-07-30,GBP,100.72,0.0,2000,Finance,2023-07-30,GBP,AMOUNT_DISCREPANCY,-0.28,0.0
TXN000262,0.0,368.97,4300,Sales,2023-08-28,GBP,0.0,368.97,4300,Sales,2023-08-28,GBP,MATCHED,0.0,0.0
TXN000263,0.0,10.0,2100,Procurement,2023-01-28,GBP,0.0,10.0,2100,Procurement,2023-01-28,GBP,MATCHED,0.0,0.0
TXN000264,0.0,86.78,3100,IT,2023-12-11,USD,0.0,86.78,3100,IT,2023-12-11,USD,MATCHED,0.0,0.0
TXN000265,0.0,276.21,4100,Legal,2023-12-01,EUR,0.0,276.21,4100,Legal,2023-12-01,EUR,MATCHED,0.0,0.0
TXN000266,62.07,0.0,2000,Procurement,2023-11-27,GBP,62.07,0.0,2000,Procurement,2023-11-27,GBP,MATCHED,0.0,0.0
TXN000267,4668.61,0.0,3000,IT,2023-02-20,GBP,4668.61,0.0,3000,IT,2023-02-20,GBP,MATCHED,0.0,0.0
TXN000268,47.22,0.0,1100,Procurement,2023-02-01,GBP,47.22,0.0,1100,Procurement,2023-02-01,GBP,MATCHED,0.0,0.0
TXN000269,208.5,0.0,1200,Finance,2023-07-26,EUR,208.5,0.0,1200,Finance,2023-07-26,EUR,MATCHED,0.0,0.0
TXN000270,0.0,490.84,4500,IT,2023-06-23,GBP,0.0,490.84,4500,IT,2023-06-23,GBP,MATCHED,0.0,0.0
TXN000271,0.0,3504.87,4000,Procurement,2023-02-25,EUR,0.0,3504.87,4000,Procurement,2023-02-25,EUR,MATCHED,0.0,0.0
TXN000272,0.0,46.82,3000,Sales,2023-05-08,GBP,0.0,46.82,3000,Sales,2023-05-08,GBP,MATCHED,0.0,0.0
TXN000273,2309.41,0.0,1200,Operations,2023-04-09,GBP,2309.41,0.0,1200,Operations,2023-04-09,GBP,MATCHED,0.0,0.0
TXN000274,409.67,0.0,1100,Finance,2023-04-08,USD,409.67,0.0,1100,Finance,2023-04-08,USD,MATCHED,0.0,0.0
TXN000275,0.0,92.55,3100,HR,2023-10-02,EUR,0.0,92.55,3100,HR,2023-10-02,EUR,MATCHED,0.0,0.0
TXN000276,806.86,0.0,4100,Legal,2023-08-18,GBP,806.86,0.0,4100,Legal,2023-08-18,GBP,MATCHED,0.0,0.0
TXN000277,0.0,543.8,1000,Finance,2023-03-13,GBP,0.0,543.8,1000,Finance,2023-03-13,GBP,MATCHED,0.0,0.0
TXN000278,163.97,0.0,4300,Operations,2023-08-05,GBP,163.97,0.0,4300,Operations,2023-08-05,GBP,MATCHED,0.0,0.0
TXN000279,447.96,0.0,4000,Operations,2023-04-04,EUR,447.96,0.0,4000,Operations,2023-04-04,EUR,MATCHED,0.0,0.0
TXN000280,0.0,226.34,1100,HR,2023-05-23,GBP,0.0,226.34,1100,HR,2023-05-23,GBP,MATCHED,0.0,0.0
TXN000281,0.0,478.32,3100,Legal,2023-08-25,GBP,,,,,,,MISSING_IN_TARGET,,
TXN000282,0.0,1089.2,1100,HR,2023-05-08,GBP,0.0,1089.2,1100,HR,2023-05-08,GBP,MATCHED,0.0,0.0
TXN000283,0.0,4354.76,4100,HR,2023-02-08,EUR,0.0,4354.76,4100,HR,2023-02-08,EUR,MATCHED,0.0,0.0
TXN000284,63.01,0.0,4400,IT,2023-08-15,GBP,63.01,0.0,4400,IT,2023-08-15,GBP,MATCHED,0.0,0.0
TXN000285,9892.68,0.0,4500,Legal,2023-10-09,GBP,9892.68,0.0,4500,Legal,2023-10-09,GBP,MATCHED,0.0,0.0
TXN000286,0.0,21.58,4300,IT,2023-02-20,GBP,0.0,21.58,4300,IT,2023-02-20,GBP,MATCHED,0.0,0.0
TXN000287,321.28,0.0,4200,Sales,2023-01-26,USD,321.28,0.0,4200,Sales,2023-01-26,USD,MATCHED,0.0,0.0
TXN000288,0.0,975.04,4000,Operations,2023-11-30,EUR,0.0,975.04,4000,Operations,2023-11-30,EUR,MATCHED,0.0,0.0
TXN000289,0.0,614.92,3000,Finance,2023-10-04,GBP,0.0,614.92,3000,Finance,2023-10-04,GBP,MATCHED,0.0,0.0
TXN000290,0.0,158.53,1000,Sales,2023-01-08,USD,0.0,158.53,1000,Sales,2023-01-08,USD,MATCHED,0.0,0.0
TXN000291,295.25,0.0,4000,IT,2023-02-17,GBP,295.25,0.0,4000,IT,2023-02-17,GBP,MATCHED,0.0,0.0
TXN000292,0.0,192.58,2000,Legal,2023-05-02,GBP,0.0,192.58,2000,Legal,2023-05-02,GBP,MATCHED,0.0,0.0
TXN000293,166.66,0.0,4400,Sales,2023-03-27,GBP,166.66,0.0,4400,Sales,2023-03-27,GBP,MATCHED,0.0,0.0
TXN000294,0.0,1442.89,4400,Procurement,2023-07-28,GBP,0.0,1442.89,4400,Procurement,2023-07-28,GBP,MATCHED,0.0,0.0
TXN000295,689.19,0.0,3000,HR,2023-09-06,GBP,689.19,0.0,3000,HR,2023-09-06,GBP,MATCHED,0.0,0.0
TXN000296,142.68,0.0,4100,Procurement,2023-09-04,EUR,142.68,0.0,4100,Procurement,2023-09-04,EUR,MATCHED,0.0,0.0
TXN000297,0.0,1555.26,4300,Procurement,2023-04-20,GBP,0.0,1555.26,4300,Procurement,2023-04-20,GBP,MATCHED,0.0,0.0
TXN000298,639.67,0.0,4300,Finance,2023-07-25,GBP,639.67,0.0,4300,Finance,2023-07-25,GBP,MATCHED,0.0,0.0
TXN000299,1365.52,0.0,4200,Procurement,2023-01-31,GBP,1365.52,0.0,4200,Procurement,2023-01-31,GBP,MATCHED,0.0,0.0
TXN000300,0.0,1037.37,1100,Sales,2023-03-26,EUR,0.0,1037.37,1100,Sales,2023-03-26,EUR,MATCHED,0.0,0.0
TXN000301,0.0,116.34,1100,Finance,2023-07-14,EUR,0.0,116.34,1100,Finance,2023-07-14,EUR,MATCHED,0.0,0.0
TXN000302,0.0,174.12,3100,IT,2023-01-02,GBP,0.0,174.12,3100,IT,2023-01-02,GBP,MATCHED,0.0,0.0
TXN000303,1237.61,0.0,2000,HR,2023-07-19,GBP,1237.61,0.0,2000,HR,2023-07-19,GBP,MATCHED,0.0,0.0
TXN000304,0.0,1007.83,4500,IT,2023-05-16,GBP,0.0,1007.83,4500,IT,2023-05-16,GBP,MATCHED,0.0,0.0
TXN000305,0.0,390.98,2000,HR,2023-08-21,EUR,0.0,390.98,2000,HR,2023-08-21,EUR,MATCHED,0.0,0.0
TXN000306,0.0,481.06,4500,Legal,2023-05-27,GBP,0.0,481.06,4500,Legal,2023-05-27,GBP,MATCHED,0.0,0.0
TXN000307,2742.15,0.0,3000,Finance,2023-08-05,GBP,2742.15,0.0,3000,Finance,2023-08-05,GBP,MATCHED,0.0,0.0
TXN000308,166.11,0.0,1200,Operations,2023-12-23,GBP,166.11,0.0,1200,Operations,2023-12-23,GBP,MATCHED,0.0,0.0
TXN000309,916.58,0.0,4200,Operations,2023-10-12,GBP,916.58,0.0,4200,Operations,2023-10-12,GBP,MATCHED,0.0,0.0
TXN000310,297.89,0.0,4400,Operations,2023-12-05,USD,297.89,0.0,4400,Operations,2023-12-05,USD,MATCHED,0.0,0.0
TXN000311,0.0,291.05,4100,Legal,2023-09-07,GBP,0.0,291.05,4100,Legal,2023-09-07,GBP,MATCHED,0.0,0.0
TXN000312,0.0,2096.8,1100,Procurement,2023-03-21,GBP,0.0,2096.8,1100,Procurement,2023-03-21,GBP,MATCHED,0.0,0.0
TXN000313,1391.48,0.0,1000,Sales,2023-04-08,GBP,1391.48,0.0,1000,Sales,2023-04-08,GBP,MATCHED,0.0,0.0
TXN000314,1366.85,0.0,4200,IT,2023-06-01,GBP,1366.85,0.0,4200,IT,2023-06-01,GBP,MATCHED,0.0,0.0
TXN000315,2858.97,0.0,4200,IT,2023-04-22,GBP,2858.97,0.0,4200,IT,2023-04-22,GBP,MATCHED,0.0,0.0
TXN000316,416.34,0.0,2100,IT,2023-01-30,USD,416.34,0.0,2100,IT,2023-01-30,USD,MATCHED,0.0,0.0
TXN000317,0.0,1122.07,3000,Sales,2023-10-24,GBP,0.0,1122.07,3000,Sales,2023-10-24,GBP,MATCHED,0.0,0.0
TXN000318,0.0,253.31,1200,Finance,2023-10-05,GBP,0.0,253.31,1200,Finance,2023-10-05,GBP,MATCHED,0.0,0.0
TXN000319,0.0,656.06,4200,IT,2023-02-01,GBP,0.0,656.06,4200,IT,2023-02-01,GBP,MATCHED,0.0,0.0
TXN000320,0.0,331.88,2000,Finance,2023-06-10,GBP,0.0,331.88,2000,Finance,2023-06-10,GBP,MATCHED,0.0,0.0
TXN000321,466.61,0.0,4400,Sales,2023-01-30,USD,466.61,0.0,4400,Sales,2023-01-30,USD,MATCHED,0.0,0.0
TXN000322,0.0,985.09,3000,Legal,2023-01-26,GBP,0.0,985.09,3000,Legal,2023-01-26,GBP,MATCHED,0.0,0.0
TXN000323,118.23,0.0,3000,IT,2023-10-27,GBP,118.23,0.0,3000,IT,2023-10-27,GBP,MATCHED,0.0,0.0
TXN000324,0.0,9307.55,2000,HR,2023-09-02,EUR,0.0,9307.55,2000,HR,2023-09-02,EUR,MATCHED,0.0,0.0
TXN000325,89.21,0.0,4200,HR,2023-09-15,GBP,89.21,0.0,4200,HR,2023-09-15,GBP,MATCHED,0.0,0.0
TXN000326,65.28,0.0,4300,Sales,2023-09-29,GBP,65.28,0.0,4300,Sales,2023-09-29,GBP,MATCHED,0.0,0.0
TXN000327,2291.97,0.0,3000,Legal,2023-03-22,EUR,2291.97,0.0,3000,Legal,2023-03-22,EUR,MATCHED,0.0,0.0
TXN000328,1322.78,0.0,4300,Procurement,2023-01-30,GBP,1322.78,0.0,4300,Procurement,2023-01-30,GBP,MATCHED,0.0,0.0
TXN000329,1028.83,0.0,3100,Sales,2023-09-18,EUR,1028.83,0.0,3100,Sales,2023-09-18,EUR,MATCHED,0.0,0.0
TXN000330,1035.37,0.0,3000,HR,2023-02-11,GBP,1035.37,0.0,3000,HR,2023-02-11,GBP,MATCHED,0.0,0.0
TXN000331,0.0,396.09,4000,Procurement,2023-04-06,GBP,0.0,396.09,4000,Procurement,2023-04-06,GBP,MATCHED,0.0,0.0
TXN000332,0.0,105.02,2000,Finance,2023-02-05,GBP,0.0,105.02,2000,Finance,2023-02-05,GBP,MATCHED,0.0,0.0
TXN000333,0.0,452.01,2100,Sales,2023-11-01,GBP,0.0,452.01,2100,Sales,2023-11-01,GBP,MATCHED,0.0,0.0
TXN000334,146.1,0.0,2100,Operations,2023-02-04,GBP,146.1,0.0,2100,Operations,2023-02-04,GBP,MATCHED,0.0,0.0
TXN000335,1741.81,0.0,4200,Sales,2023-12-12,GBP,1741.81,0.0,4200,Sales,2023-12-12,GBP,MATCHED,0.0,0.0
TXN000336,323.57,0.0,4300,Finance,2023-05-01,GBP,323.57,0.0,4300,Finance,2023-05-01,GBP,MATCHED,0.0,0.0
TXN000337,0.0,116.95,4400,Operations,2023-07-26,USD,0.0,116.95,4400,Operations,2023-07-26,USD,MATCHED,0.0,0.0
TXN000338,249.12,0.0,4200,Finance,2023-03-03,GBP,249.12,0.0,4200,Finance,2023-03-03,GBP,MATCHED,0.0,0.0
TXN000339,0.0,749.49,4300,Finance,2023-10-19,GBP,0.0,749.49,4300,Finance,2023-10-19,GBP,MATCHED,0.0,0.0
TXN000340,0.0,173.19,3100,Finance,2023-05-07,GBP,0.0,173.19,3100,Finance,2023-05-07,GBP,MATCHED,0.0,0.0
TXN000341,117.53,0.0,4200,Procurement,2023-10-24,GBP,117.53,0.0,4200,Procurement,2023-10-24,GBP,MATCHED,0.0,0.0
TXN000342,581.45,0.0,1200,Sales,2023-11-01,USD,581.45,0.0,1200,Sales,2023-11-01,USD,MATCHED,0.0,0.0
TXN000343,582.57,0.0,2000,Finance,2023-01-21,GBP,582.57,0.0,2000,Finance,2023-01-21,GBP,MATCHED,0.0,0.0
TXN000344,0.0,188.59,3000,Sales,2023-11-14,USD,0.0,188.59,3000,Sales,2023-11-14,USD,MATCHED,0.0,0.0
TXN000345,199.03,0.0,2100,Sales,2023-02-11,GBP,199.03,0.0,2100,Sales,2023-02-11,GBP,MATCHED,0.0,0.0
TXN000346,571.39,0.0,4000,Finance,2023-08-03,USD,571.39,0.0,4000,Finance,2023-08-03,USD,MATCHED,0.0,0.0
TXN000347,45.96,0.0,4200,Finance,2023-12-03,GBP,45.96,0.0,4200,Finance,2023-12-03,GBP,MATCHED,0.0,0.0
TXN000348,0.0,48.85,4200,Sales,2023-10-26,GBP,0.0,48.85,4200,Sales,2023-10-26,GBP,MATCHED,0.0,0.0
TXN000349,137.32,0.0,1200,IT,2023-10-17,GBP,137.32,0.0,1200,IT,2023-10-17,GBP,MATCHED,0.0,0.0
TXN000350,0.0,292.9,4600,Finance,2023-09-25,EUR,0.0,292.9,4600,Finance,2023-09-25,EUR,MATCHED,0.0,0.0
TXN000351,643.14,0.0,1000,Finance,2023-06-11,GBP,643.14,0.0,1000,Finance,2023-06-11,GBP,MATCHED,0.0,0.0
TXN000352,0.0,3688.72,1100,Operations,2023-05-14,USD,0.0,3688.72,1100,Operations,2023-05-14,USD,MATCHED,0.0,0.0
TXN000353,1460.43,0.0,1200,Finance,2023-04-15,EUR,1460.43,0.0,1200,Finance,2023-04-15,EUR,MATCHED,0.0,0.0
TXN000354,317.38,0.0,4500,Procurement,2023-12-09,GBP,317.38,0.0,4500,Procurement,2023-12-09,GBP,MATCHED,0.0,0.0
TXN000355,0.0,392.08,3100,Sales,2023-06-10,GBP,0.0,392.08,3100,Sales,2023-06-10,GBP,MATCHED,0.0,0.0
TXN000356,89.68,0.0,1000,Sales,2023-05-03,EUR,89.68,0.0,1000,Sales,2023-05-03,EUR,MATCHED,0.0,0.0
TXN000357,0.0,392.38,2000,Legal,2023-05-16,GBP,0.0,392.38,2000,Legal,2023-05-16,GBP,MATCHED,0.0,0.0
TXN000358,0.0,261.65,1100,Operations,2023-07-22,GBP,0.0,261.65,1100,Operations,2023-07-22,GBP,MATCHED,0.0,0.0
TXN000359,654.64,0.0,1000,Legal,2023-03-09,GBP,654.64,0.0,1000,Legal,2023-03-09,GBP,MATCHED,0.0,0.0
TXN000360,0.0,116.65,3000,Operations,2023-12-10,GBP,0.0,116.65,3000,Operations,2023-12-10,GBP,MATCHED,0.0,0.0
TXN000361,879.21,0.0,4600,HR,2023-11-27,GBP,879.21,0.0,4600,HR,2023-11-27,GBP,MATCHED,0.0,0.0
TXN000362,4020.29,0.0,4100,Finance,2023-06-03,EUR,4020.29,0.0,4100,Finance,2023-06-03,EUR,MATCHED,0.0,0.0
TXN000363,342.7,0.0,4000,Sales,2023-08-23,GBP,342.7,0.0,4000,Sales,2023-08-23,GBP,MATCHED,0.0,0.0
TXN000364,0.0,736.99,4200,Legal,2023-06-11,GBP,0.0,736.99,4200,Legal,2023-06-11,GBP,MATCHED,0.0,0.0
TXN000365,1135.94,0.0,4100,Legal,2023-02-07,GBP,1135.94,0.0,4100,Legal,2023-02-07,GBP,MATCHED,0.0,0.0
TXN000366,0.0,221.0,4600,HR,2023-01-05,GBP,0.0,221.0,4600,HR,2023-01-05,GBP,MATCHED,0.0,0.0
TXN000367,0.0,564.61,4400,Operations,2023-08-23,GBP,0.0,564.61,4400,Operations,2023-08-23,GBP,MATCHED,0.0,0.0
TXN000368,411.12,0.0,4100,IT,2023-11-15,GBP,411.12,0.0,4100,IT,2023-11-15,GBP,MATCHED,0.0,0.0
TXN000369,0.0,467.09,3100,Sales,2023-10-16,GBP,0.0,467.09,3100,Sales,2023-10-16,GBP,MATCHED,0.0,0.0
TXN000370,0.0,126.53,1200,Operations,2023-02-21,GBP,0.0,126.53,1200,Operations,2023-02-21,GBP,MATCHED,0.0,0.0
TXN000371,418.54,0.0,4200,IT,2023-02-07,EUR,418.54,0.0,4200,IT,2023-02-07,EUR,MATCHED,0.0,0.0
TXN000372,0.0,851.5,4400,Finance,2023-10-03,GBP,0.0,851.5,4400,Finance,2023-10-03,GBP,MATCHED,0.0,0.0
TXN000373,3557.15,0.0,2100,Procurement,2023-04-20,GBP,3557.15,0.0,2100,Procurement,2023-04-20,GBP,MATCHED,0.0,0.0
TXN000374,1700.89,0.0,1000,Finance,2023-09-17,GBP,1700.89,0.0,1000,Finance,2023-09-17,GBP,MATCHED,0.0,0.0
TXN000375,0.0,10196.23,4100,Operations,2023-05-16,GBP,0.0,10196.23,4100,Operations,2023-05-16,GBP,MATCHED,0.0,0.0
TXN000376,0.0,127.61,4000,Operations,2023-03-09,USD,0.0,127.61,4000,Operations,2023-03-09,USD,MATCHED,0.0,0.0
TXN000377,1492.91,0.0,2000,Operations,2023-06-28,EUR,1492.91,0.0,2000,Operations,2023-06-28,EUR,MATCHED,0.0,0.0
TXN000378,0.0,531.13,1200,Legal,2023-02-05,GBP,0.0,531.13,1200,Legal,2023-02-05,GBP,MATCHED,0.0,0.0
TXN000379,0.0,10771.99,1000,IT,2023-05-06,USD,0.0,10771.99,1000,IT,2023-05-06,USD,MATCHED,0.0,0.0
TXN000380,0.0,120.01,2000,Legal,2023-07-09,USD,0.0,120.01,2000,Legal,2023-07-09,USD,MATCHED,0.0,0.0
TXN000381,114.48,0.0,1000,Finance,2023-05-26,GBP,114.48,0.0,1000,Finance,2023-05-26,GBP,MATCHED,0.0,0.0
TXN000382,164.17,0.0,1200,Operations,2023-03-22,GBP,164.17,0.0,1200,Operations,2023-03-22,GBP,MATCHED,0.0,0.0
TXN000383,0.0,16.68,4600,IT,2023-08-13,GBP,0.0,16.68,4600,IT,2023-08-13,GBP,MATCHED,0.0,0.0
TXN000384,0.0,183.34,4300,Procurement,2023-10-06,GBP,0.0,183.34,4300,Procurement,2023-10-06,GBP,MATCHED,0.0,0.0
